標的名稱,代碼,幣別,類型,成立日期,風險收益等級,配息頻率,淨值日期,淨值,三個月(%),六個月(%),一年(%),三年(%),成立以來(%),年化標準差,年化Sharpe,年化Beta,規模日期,基金規模,嘉實基金評等,備註
摩根新興35基金-累積型(原名稱：摩根新興35基金),ACJF96-TFDI,台幣,跨國投資股票型區域型,2006/07/25,RR5,無,2026/09/01,24.33,-2.49,6.95,42.53,72.19,143.3,18.19,0.58,1.1,2026/07/31,61.1351億,3.5,
瀚亞亞太不動產證券化基金A類型,ACCP27-TFDJ,台幣,不動產證券化型,2006/12/26,RR5,無,2026/09/01,11.12,-0.98,-6.79,-3.64,14.05,11.2,13.9,-0.08,0.74,2026/07/31,4.6439億,2,
瀚亞精選傘型基金之債券精選組合基金A-新台幣,ACCP26-TFDN,台幣,全球組合型債券型,2006/10/04,RR2,無,2026/09/01,13.9066,-0.89,-2.37,1.02,7.37,39.07,2.33,-0.02,0.5,2026/07/31,9.9237億,1.5,
貝萊德永續能源基金A2美元(本基金非屬環境、社會及治理相關主題基金),SHZA4-TFDO,美元,新能源,2001/04/06,RR4,無,2026/09/01,23.07,-9.21,-0.22,24.7,40.07,130.7,15.65,0.41,0.72,2026/06/30,"5,495.00百萬",3,
M＆G全球未來趨勢基金A(歐元),MMG04-TFDQ,歐元,股票型,2000/11/17,RR4,無,2026/09/01,70.5984,4,9.01,20.64,41.43,585.63,9.8,0.53,0.7,2026/06/30,"3,289.00百萬",4,
摩根東協基金(美元)(累計),JFZ01-TFDS,美元,股票型,1983/07/07,RR5,無,2026/09/01,196.95,6.56,2.4,12.74,38.51,N/A,9.94,0.33,0.32,2026/06/30,"1,133.00百萬",3,
貝萊德世界礦業基金 A2 美元,SHZ19-TFDV,美元,天然資源,1997/03/24,RR4,無,2026/09/01,117.6,4.44,-3.56,60.57,91.75,1078.36,32.22,0.46,0.56,2026/06/30,"6,771.00百萬",3.5,
瀚亞投資-亞洲債券基金 A(美元)(本基金有相當比重投資於非投資等級之高風險債券)(2026/07/26暫停申購),IOF06-TFDW,美元,債券型,2005/03/01,RR3,無,2026/09/01,20.056,-0.11,-1.04,2.68,20.46,100.56,3.37,0.13,0.99,2026/07/31,"2,390.00百萬",3.5,
瀚亞亞太基礎建設基金,ACCP29-TFDX,台幣,跨國投資股票型區域型,2007/05/23,RR4,無,2026/09/01,13.79,0.15,-6,6.08,23.68,37.9,10.26,0.15,0.2,2026/07/31,3.9837億,1,
瀚亞亞太高股息基金A-新台幣(本基金並無保證收益及配息),ACCP24-TFDY,台幣,跨國投資股票型區域型,2006/04/10,RR5,無,2026/09/01,27.22,-2.19,11.51,51.22,96.39,172.2,19.88,0.62,1,2026/07/31,11.0084億,3.5,
富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A (acc)股,FLZC1-TFEG,美元,股票型,2001/05/14,RR5,無,2026/09/01,62.88,-4.31,14.77,49.54,88.04,N/A,28.85,0.43,1.49,2026/07/31,"2,357.00百萬",3.5,
瀚亞投資-印尼股票基金 A(美元),IOF10-TFEO,美元,股票型,2007/07/02,RR5,無,2026/09/01,9.934,7.39,-20.61,-15.47,-34.44,-0.66,24.36,-0.18,0.9,2026/07/31,85.00百萬,1.5,
M＆G全球未來趨勢基金A(美元),MMG15-TFEP,美元,股票型,2007/03/09,RR4,無,2026/09/01,29.0204,3.5,7.07,19.32,51.15,190.2,12.64,0.4,0.89,2026/06/30,"3,289.00百萬",3.5,
瀚亞投資-印度股票基金 A(美元),IOF25-TFEQ,美元,股票型,2005/10/17,RR5,無,2026/09/01,19.728,4.49,-6.25,-8.67,10.43,N/A,14.84,-0.18,1.04,2026/07/31,276.00百萬,1.5,
貝萊德歐洲特別時機基金 A2 美元,SHZF4-TFES,美元,股票型,2002/10/14,RR4,無,2026/09/01,75.33,2.97,0.7,5.93,17.83,653.3,14.08,0.11,0.95,2026/06/30,699.00百萬,1,
貝萊德中國基金 A2 美元,SHZL5-TFET,美元,股票型,2008/06/24,RR5,無,2026/09/01,19.58,-7.69,-6.41,-4.53,29.16,95.8,16.06,-0.08,0.85,2026/06/30,"1,014.00百萬",2.5,
富蘭克林坦伯頓全球投資系列-大中華基金美元A (acc)股,FLZA2-TFEW,美元,股票型,1994/09/01,RR5,無,2026/09/01,23.62,-5.41,-11.3,-6.31,12.74,136.2,14.83,-0.13,0.37,2026/07/31,272.00百萬,1.5,
富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元A (acc)股(暫停新申購),FLH19-TFEX,美元,股票型,2001/05/14,RR5,無,2026/09/01,91.17,1.53,-4.8,31.14,42.3,546.6,18.36,0.44,0.96,2026/07/31,615.00百萬,5,★2018/09/21暫停新申購
富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A (acc)股,FLZD6-TFEY,美元,中小型股,2008/10/14,RR4,無,2026/09/01,79.6,6.4,8.8,16.37,45.87,696,18.87,0.24,0.75,2026/07/31,700.00百萬,2.5,
富蘭克林華美中華基金,ACFT06-TFEZ,台幣,跨國投資股票型區域型,2009/03/24,RR5,無,2026/09/01,17.09,-6.82,2.77,10.61,39.28,70.9,24.28,0.14,1.79,2026/07/31,3.8054億,1.5,
富蘭克林坦伯頓全球投資系列-新興國家基金美元A (acc)股,FLZE8-TFFA,美元,股票型,2001/05/14,RR5,無,2026/09/01,87.22,-6.37,11.72,50.54,106.88,653.2,27.69,0.46,1.58,2026/07/31,"2,430.00百萬",4.5,
貝萊德亞洲老虎債券基金 A2 美元(基金有相當比重投資於非投資等級之高風險債券),SHZG2-TFFV,美元,債券型,1996/02/02,RR3,無,2026/09/01,45.15,0.36,-0.94,3.65,23.13,N/A,3.44,0.2,0.99,2026/06/30,"2,067.00百萬",4.5,
富蘭克林華美全球債券組合基金-累計型(本基金之配息來源可能為本金),ACFT03-TFFX,台幣,全球組合型債券型,2005/06/29,RR3,無,2026/09/01,13.8518,-0.07,-0.69,5.12,16.83,38.52,3.01,0.37,0.58,2026/07/31,8.3369億,3,
摩根基金－美國複合收益債券基金 - JPM 美國複合收益債券(美元)－ A股(累計),JFZ99-TFFY,美元,債券型,2005/03/31,RR2,無,2026/09/01,18.27,-0.54,-2.77,0.77,10.79,82.7,3.63,-0.03,1.09,2026/06/30,"4,468.00百萬",2.5,
摩根基金－環球企業債券基金 -JPM環球企業債券(美元)- A股(累計),JFZ96-TFGA,美元,債券型,2009/02/27,RR2,無,2026/09/01,20.49,-0.77,-1.87,1.44,15.96,104.9,3.41,0.02,0.99,2026/06/30,"6,264.00百萬",3,
瀚亞投資-優質公司債基金 A(美元),IOF29-TFGC,美元,公司債券,2007/11/30,RR2,無,2026/09/01,14.775,-1.07,-2.55,0.83,12.52,N/A,3.67,-0.03,1.14,2026/07/31,"2,844.00百萬",2.5,
聯博-美國收益基金 A2股美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ALZ10-TFGI,美元,債券型,1998/10/26,RR3,無,2026/09/01,33.45,-1.01,-2.19,0.42,15.66,275.84,3.08,-0.07,0.88,2026/07/31,"19,190.00百萬",3,
元大多福基金A不配息(台幣),ACYT02-TFGO,台幣,國內股票開放型一般股票型,1994/03/16,RR4,無,2026/09/02,339.31,-1.9,50.7,161.33,271.03,3293.1,42.94,0.72,1.09,2026/07/31,92.1012億,4,
元大亞太成長基金,ACYT26-TFGP,台幣,跨國投資股票型區域型,2006/01/24,RR5,無,2026/09/01,12.52,-2.8,5.39,57.29,83.04,25.2,24.54,0.56,1.2,2026/07/31,10.3163億,3.5,
野村中小基金-累積類型,ACIC08-TFGQ,台幣,國內股票開放型中小型,2001/04/11,RR5,無,2026/09/02,653.07,11.22,72.24,198.83,344.48,6430.7,53.47,0.68,1.41,2026/07/31,220.72億,4.5,
野村優質基金-累積類型新臺幣計價,ACIC01-TFGR,台幣,國內股票開放型一般股票型,1999/04/21,RR4,無,2026/09/02,497.91,12.99,74.95,167.84,314.37,4879.1,46.14,0.69,1.07,2026/07/31,517.3356億,4.5,
貝萊德世界金融基金 A2 美元,SHZA8-TFGV,美元,金融股,2000/03/03,RR4,無,2026/09/01,82.27,9.77,11.6,16.91,120.21,732.69,15.11,0.3,1.18,2026/06/30,"2,754.00百萬",4,
貝萊德世界健康科學基金 A2 美元,SHZB0-TFGW,美元,健康護理股,2001/04/06,RR3,無,2026/09/01,79.82,11.9,4.01,18.32,23.71,N/A,13.66,0.35,1.01,2026/06/30,"12,955.00百萬",3,
貝萊德全球股票收益基金 A2 美元,SHZN5-TFGX,美元,股票型,2010/11/12,RR3,無,2026/09/01,31.38,2.55,6.34,18.33,47.12,213.49,10.86,0.43,0.88,2026/06/30,"1,106.00百萬",3,
貝萊德美國價值型基金 A2 美元,SHZ64-TFGY,美元,股票型,1997/01/08,RR4,無,2026/09/01,178.89,7.32,11.06,22.39,57.14,683.23,9.09,0.62,0.47,2026/06/30,961.00百萬,4,
貝萊德美國靈活股票基金 A2 美元,SHZF2-TFGZ,美元,股票型,2002/10/31,RR4,無,2026/09/01,100.62,-3.48,13.16,26.6,76.96,899.21,16.93,0.41,1.24,2026/06/30,"2,770.00百萬",4.5,
貝萊德歐洲基金 A2 歐元,SHZ43-TFHB,歐元,股票型,1993/11/30,RR4,無,2026/09/01,213.18,3.73,3.99,11.55,24.37,N/A,12.62,0.24,0.7,2026/06/30,"1,274.00百萬",1,
貝萊德歐洲價值型基金 A2 歐元,SHZ69-TFHC,歐元,股票型,1997/01/08,RR4,無,2026/09/01,139.07,6.82,3.25,18.54,58.34,N/A,9.55,0.49,0.74,2026/06/30,"1,635.00百萬",3.5,
貝萊德環球動力股票基金A2美元,SHZJ0-TFHD,美元,股票型,2006/02/28,RR3,無,2026/09/01,45.41,1.57,8.9,19.12,56.86,354.1,13.73,0.36,1.08,2026/06/30,489.00百萬,3.5,
施羅德環球基金系列 - 新興歐洲 (歐元)A1-累積,PYZ61-TFHF,歐元,股票型,2003/07/14,RR5,無,2026/09/01,33.9995,8.13,15.56,34.92,104.43,350.92,14.59,0.59,0.65,2026/07/31,"1,737.00百萬",3.5,
凱基新興市場中小基金-台幣計價A,ACKG19-TFHG,台幣,跨國投資股票型區域型,2011/08/05,RR5,無,2026/09/01,45.15,-7.06,14.42,74.19,131.54,351.5,38.17,0.47,1.69,2026/07/31,3.579億,4.5,
普徠仕（盧森堡）系列基金－普徠仕美國大型成長股票基金A級別(美元),MAR17-TFHH,美元,股票型,2003/11/13,RR4,無,2026/09/01,116.21,-2.32,11.75,9.21,71.02,1062.1,17.9,0.15,1.28,2026/06/30,"2,648.00百萬",3,
普徠仕（盧森堡）系列基金－普徠仕美國小型公司股票基金A級別(美元),MAR08-TFHI,美元,股票型,2001/07/31,RR4,無,2026/09/01,99.52,6.04,6.44,17.79,36.99,895.2,10.17,0.45,0.34,2026/06/30,"3,548.00百萬",3,
宏利亞太中小企業基金(新臺幣),ACAP20-TFHM,台幣,跨國投資股票型區域型,2010/04/08,RR5,無,2026/09/01,22.1,2.03,3.22,25.85,22.91,121,20.78,0.33,0.86,2026/07/31,2.4215億,2,
澳幣貨幣帳戶,TFHN-TFHN,澳幣,貨幣帳戶,-,RR1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
摩根泰國基金,JFZ06-TFHO,美元,股票型,1989/08/08,RR5,無,2026/09/01,216.21,0.45,-3.61,27.84,21.47,N/A,21.62,0.34,1.17,2026/06/30,183.00百萬,3,
聯博-全球不動產證券基金 A股美元(基金之配息來源可能為本金),ALZ17-TFHR,美元,REIT,1997/02/28,RR4,,2026/09/01,30.68,1.76,-3.91,6.53,26.67,250.12,15.45,0.12,1.09,2026/07/31,39.00百萬,2.5,
聯博-短期債券基金 A2股美元(基金之配息來源可能為本金),ALZ40-TFHU,美元,債券型,1999/05/12,RR2,無,2026/09/01,20.14,0.25,0.15,1.97,11.58,N/A,1.14,0.19,0.31,2026/07/31,418.00百萬,3,
聯博-全球價值型基金A股美元 (基金之配息來源可能為本金),ALZD3-TFHV,美元,股票型,2001/04/24,RR3,無,2026/09/01,35.22,6.31,4.98,27.38,71.55,252.2,10.63,0.64,0.62,2026/07/31,838.00百萬,5,
聯博-亞洲股票基金A股美元(基金之配息來源可能為本金),ALZZ9-TFHY,美元,股票型,2009/11/30,RR5,無,2026/09/01,43.91,-5.93,5,50.12,102.26,192.73,28.21,0.45,1.47,2026/07/31,492.00百萬,4,
聯博-美國成長基金 A股美元(基金之配息來源可能為本金),ALZ01-TFIA,美元,股票型,1997/01/06,RR4,無,2026/09/01,255.68,-3.36,5.19,4.89,53.17,1257.11,15.05,0.09,1.17,2026/07/31,"8,924.00百萬",2,
聯博-國際科技基金 A股美元,ALZ03-TFIC,美元,資訊科技股,1995/10/02,RR4,無,2026/09/01,1496.4,-12.06,21.72,46.47,138.96,2334.36,33.66,0.36,1.12,2026/07/31,"3,203.00百萬",4,
聯博-國際醫療基金 A股美元(基金之配息來源可能為本金),ALZ02-TFID,美元,健康護理股,1995/07/05,RR3,無,2026/09/01,637.24,12.47,3.4,20.03,19.43,922.04,13.29,0.39,1.02,2026/07/31,"3,537.00百萬",2,
聯博-新興市場價值基金A股美元,ALZZ5-TFIG,美元,股票型,2010/02/26,RR5,無,2026/09/01,90.94,-5.3,4.93,42.9,83.46,106.82,23.96,0.45,1.4,2026/07/31,405.00百萬,3,
聯博-歐元區成長基金AXX級別歐元(2025/11/25暫停新申購),ALZX8-TFII,歐元,股票型,2010/09/15,RR4,無,2026/09/01,40.93,2.89,4.44,12.41,31.27,176.55,13.54,0.24,0.81,2026/07/31,124.00百萬,2,★2025/11/25暫停新申購
聯博-歐洲股票基金A級別歐元(基金之配息來源可能為本金),ALZC6-TFIK,歐元,股票型,2001/05/29,RR4,無,2026/09/01,28.17,3.11,0.86,18.81,40.85,181.7,9.9,0.48,0.86,2026/07/31,240.00百萬,3,
貝萊德日本特別時機基金 A2 美元,SHZ11-TFIM,美元,股票型,1987/05/13,RR4,無,2026/09/01,111.55,2.13,-1.61,17.89,72.54,N/A,18.7,0.26,0.3,2026/06/30,"66,110.00百萬",2,
貝萊德世界科技基金 A2 美元,SHZ71-TFIR,美元,資訊科技股,1995/03/03,RR4,無,2026/09/01,143.47,-7.9,27.57,36.83,118.8,1328.98,34.55,0.3,1.14,2026/06/30,"20,818.00百萬",3,
貝萊德世界能源基金 A2 美元,SHZA6-TFIS,美元,能源,2001/04/06,RR5,無,2026/09/01,37.68,10.92,16.44,43.65,52.12,276.8,20.52,0.53,0.88,2026/06/30,"2,119.00百萬",4,
貝萊德世界債券基金 A2 美元(本基金非屬環境、社會及治理相關主題基金),SHZM0-TFIT,美元,債券型,1985/09/04,RR2,無,2026/09/01,84.22,-0.65,-2.19,0.98,11.98,N/A,3.26,-0.02,0.98,2026/06/30,938.00百萬,3,
貝萊德全球通膨連結債券基金 A2 美元,SHZN8-TFIU,美元,固定收益,2009/06/19,RR2,無,2026/09/01,17.26,-0.92,-1.26,1.41,9.38,72.26,2.45,0.02,0.66,2026/06/30,132.00百萬,2,
貝萊德印度基金 A2 美元,SHZH8-TFIV,美元,股票型,2006/04/28,RR5,無,2026/09/01,52.04,9.65,-0.4,-2.24,6.55,184.99,18.13,-0.03,1.24,2026/06/30,364.00百萬,3.5,
貝萊德ESG社會責任多元資產基金Hedged A2 美元,SHZM4-TFIW,美元,平衡型,2010/04/16,RR3,無,2026/09/01,66.61,0.38,4.93,16.7,36.47,156.19,8.66,0.49,0.68,2026/06/30,"2,962.00百萬",3,ESG基金
貝萊德亞洲巨龍基金 A2 美元,SHZK7-TFIX,美元,股票型,1997/01/02,RR5,無,2026/09/01,74.23,-3.3,9.45,35.65,67.87,N/A,23.37,0.4,1.18,2026/06/30,930.00百萬,2.5,
貝萊德美元優質債券基金 A2 美元,SHZ77-TFIY,美元,債券型,1989/04/07,RR2,無,2026/09/01,34.96,-0.63,-2.54,1.3,11.41,N/A,3.4,0.01,1.07,2026/06/30,539.00百萬,3,
貝萊德英國基金 A2 美元,SHZ48-TFJA,美元,股票型,1985/12/31,RR4,無,2026/09/01,217.38,6.93,2.2,7.68,43.07,N/A,10.07,0.19,0.78,2026/06/30,134.00百萬,2.5,
貝萊德歐洲基金 A2 美元,SHZ02-TFJD,美元,股票型,1993/11/30,RR4,無,2026/09/01,247.32,3.66,2.25,10.54,33.18,N/A,13.5,0.21,0.93,2026/06/30,"1,274.00百萬",2,
貝萊德歐洲價值型基金 A2 美元,SHZ68-TFJE,美元,股票型,1997/01/08,RR4,無,2026/09/01,161.34,6.74,1.54,17.47,69.56,726.11,11.38,0.4,0.97,2026/06/30,"1,635.00百萬",3.5,
貝萊德環球企業債券基金 A2 美元,SHZL8-TFJF,美元,公司債券,2007/10/19,RR2,無,2026/09/01,16.14,-0.86,-1.88,1.7,16.03,61.4,3.31,0.04,1.02,2026/06/30,"1,473.00百萬",3,
貝萊德環球政府債券基金 A2 美元,SHZ24-TFJH,美元,市政債券,1987/05/14,RR2,無,2026/09/01,30.44,-0.72,-2.81,0.4,9.1,N/A,3.54,-0.06,1.31,2026/06/30,775.00百萬,3.5,
貝萊德環球前瞻股票基金 A2 美元,SHZ10-TFJI,美元,股票型,1996/02/29,RR3,無,2026/09/01,109.73,0.47,1.82,4.61,27.49,N/A,11.29,0.1,0.86,2026/06/30,569.00百萬,1.5,
日圓貨幣帳戶,TFJK-TFJK,日圓,貨幣帳戶,-,RR1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
摩根南韓基金,JFZ11-TFJL,美元,股票型,1991/12/11,RR5,無,2026/09/01,180.47,-8.83,13.46,114.95,164.7,N/A,48.58,0.53,0.73,2026/06/30,748.00百萬,1,
高盛基金Ⅲ-高盛大中華股票基金X股美元(原名稱：NN(L)大中華股票基金X股美元),ANZ57-TFJN,美元,股票型,1999/10/04,RR5,無,2026/09/01,1772.26,-13.63,0.97,15.47,75.62,254.45,31.65,0.16,2.12,2026/06/30,309.00百萬,4,
高盛基金Ⅲ-高盛環球社會影響力基金X股美元(原名稱：高盛永續智慧經濟基金X股美元),ANZ92-TFJP,美元,資訊科技股,1998/01/26,RR4,無,2026/09/01,1998.77,4.21,0.72,-7.45,11.08,299.75,9.32,-0.26,0.15,2026/06/30,837.00百萬,1,
高盛基金Ⅲ-高盛美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)),ANZ85-TFJQ,美元,股票型,2005/03/31,RR4,無,2026/09/01,1066.02,1.2,6.34,9.91,43.55,326.41,10.4,0.24,0.69,2026/06/30,357.00百萬,1.5,
高盛基金Ⅲ-高盛環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)),ANZ75-TFJW,美元,股票型,2006/04/17,RR3,無,2026/09/01,901.01,2.94,3.63,14.87,50.31,155.88,8.94,0.42,0.59,2026/06/30,862.00百萬,3,
野村中國機會基金,ACIC26-TFJY,台幣,跨國投資股票型區域型,2009/04/22,RR5,無,2026/09/01,19.89,-5.42,15.24,34.94,54.19,98.9,52.5,0.23,3.76,2026/07/31,18.7594億,2.5,
野村巴西基金,ACIC29-TFJZ,台幣,跨國投資股票型單一國家,2010/04/01,RR5,無,2026/09/01,7.66,1.06,-8.92,29.61,28.96,-23.4,25.2,0.32,1.42,2026/07/31,6.7859億,3,
野村台灣高股息基金(本基金之配息來源可能為本金且並無保證收益及配息),ACKH29-TFKA,台幣,國內股票開放型價值型,2005/03/18,RR4,無,2026/09/02,145.01,8.17,46.58,87.81,196.91,1350.1,31.61,0.62,0.99,2026/07/31,35.1779億,,
野村平衡基金,ACIC05-TFKB,台幣,股票債券平衡型一般股票型,2000/02/22,RR4,無,2026/09/02,144.67,7.52,45.38,109.45,203.1,1346.7,33.68,0.68,0.76,2026/07/31,35.3847億,4.5,
野村全球生技醫療基金,ACIC19-TFKC,台幣,跨國投資股票型全球市場,2007/01/18,RR4,無,2026/09/01,27.65,13.74,6.84,18.98,15.26,176.5,14.37,0.35,-0.35,2026/07/31,13.9609億,2.5,
野村全球品牌基金,ACIC09-TFKD,台幣,跨國投資股票型全球市場,2002/06/21,RR4,無,2026/09/01,61.57,-5.06,8.92,22.04,42.59,515.7,21.86,0.28,1.5,2026/07/31,34.228億,2.5,
野村全球高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息),ACIC10-TFKE,台幣,跨國投資股票型全球市場,2003/05/19,RR3,無,2026/09/01,43.07,2.21,12.07,38.98,89.57,330.7,12.97,0.73,0.84,2026/07/31,21.4312億,4,
野村亞太高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息),ACIC18-TFKF,台幣,跨國投資股票型區域型,2006/05/09,RR5,無,2026/09/01,27.07,-3.87,18.11,75.78,89.3,170.7,29.05,0.6,1.45,2026/07/31,18.4754億,4.5,
野村泰國基金,ACKH12-TFKH,台幣,跨國投資股票型單一國家,1997/06/03,RR5,無,2026/09/01,42.46,2.29,-0.77,32.77,14.29,324.18,19.71,0.43,1.02,2026/07/31,8.7732億,3.5,
貝萊德日本靈活股票基金 A2 美元,SHZI1-TFKK,美元,股票型,2005/02/28,RR4,無,2026/09/01,25.19,-0.94,-6.36,14.03,52.21,151.9,16.63,0.23,0.46,2026/06/30,"193,680.00百萬",1,
貝萊德智慧數據環球小型企業基金A2美元(本基金非屬環境、社會及治理相關主題基金),SHZA2-TFKM,美元,中小型股,1994/11/04,RR4,無,2026/09/01,225.18,2.7,8.31,22.71,64.09,2151.8,11.59,0.5,0.79,2026/06/30,649.00百萬,4.5,
施羅德環球基金系列 - 中國優勢 (美元)A1-累積,PYZJ2-TFKO,美元,股票型,2006/02/17,RR5,無,2026/09/01,376.0643,0.56,-7.27,-4.19,15.86,276.06,18.23,-0.06,0.03,2026/07/31,953.00百萬,3,
施羅德環球基金系列 - 日本小型公司 (美元)A1-累積,PYZD9-TFKP,美元,中小型股,2006/04/24,RR4,無,2026/09/01,1.5253,1.72,-2.72,16.11,31.66,71.38,15.3,0.28,0.19,2026/07/31,"10,127.00百萬",3,
施羅德環球基金系列 - 日本股票 (美元避險)A1-累積,PYZK8-TFKQ,美元,股票型,2013/04/17,RR4,無,2026/09/01,373.5916,3.77,3.18,33.87,79.51,273.59,14.85,0.57,0.35,2026/07/31,"100,220.00百萬",3,
施羅德環球基金系列 - 日本優勢 (美元避險)A1-累積,PYZL2-TFKR,美元,股票型,2013/06/26,RR4,無,2026/09/01,53.9191,3.62,5.33,41.48,102.69,439.19,17.2,0.59,0.35,2026/07/31,"74,955.00百萬",4,
施羅德環球基金系列-印度股票 (美元)A1-累積,PYZG0-TFKS,美元,股票型,2006/11/10,RR5,無,2026/09/01,285.8137,4.04,-5.96,-7.65,14.37,185.81,15.32,-0.15,1.08,2026/07/31,275.00百萬,2,
施羅德環球基金系列 - 拉丁美洲 (美元)A1-累積,PYZ51-TFKV,美元,股票型,2002/05/31,RR5,無,2026/09/01,55.3843,-1.11,-5.61,25.01,31.36,476.92,19.42,0.34,1.01,2026/07/31,527.00百萬,3,
施羅德環球基金系列 - 美國大型股 (美元)A1-累積,PYZ30-TFKW,美元,股票型,2002/01/11,RR4,無,2026/09/01,363.8433,1.97,8.49,9.91,62.83,420.15,13.9,0.19,1.01,2026/07/31,"9,651.00百萬",3,
施羅德環球基金系列 - 美國中小型股票 (美元)A1-累積,PYZE5-TFKX,美元,中小型股,2004/12/10,RR4,無,2026/09/01,526.8027,1.19,6.81,24.58,35.47,426.8,13.7,0.46,0.79,2026/07/31,888.00百萬,3.5,
施羅德環球基金系列 - 香港股票 (美元)A1-累積,PYZI7-TFKY,美元,股票型,2010/11/17,RR4,無,2026/09/01,53.4681,-1.1,-7.84,-1.92,15.38,51.34,16.74,-0.03,0.68,2026/07/31,"6,286.00百萬",2.5,
施羅德環球基金系列 - 策略債券 (美元)A1-累積(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),PYZK0-TFKZ,美元,債券型,2004/09/30,RR3,無,2026/09/01,156.4796,-0.07,-0.95,1.95,19.12,56.48,3.05,0.07,0.83,2026/07/31,575.00百萬,3.5,
施羅德環球基金系列 - 新興市場 (美元)A1-累積(基金之配息來源可能為本金),PYZ41-TFLB,美元,股票型,2002/01/11,RR5,無,2026/09/01,26.6195,-5.47,8.4,44.14,90.05,606.09,24.64,0.45,1.51,2026/07/31,"7,527.00百萬",3.5,
施羅德環球基金系列 - 新興亞洲 (美元)A1-累積,PYZ02-TFLD,美元,股票型,2004/01/09,RR5,無,2026/09/01,75.0382,-4.82,10.03,38.46,76.54,641.48,25.01,0.4,1.28,2026/07/31,"6,190.00百萬",3,
施羅德環球基金系列 - 新興歐洲 (美元)A1-累積,PYZD6-TFLE,美元,股票型,2006/04/24,RR5,無,2026/09/01,39.2589,7.62,13.59,33.59,118.25,38.43,17.94,0.47,0.77,2026/07/31,"1,737.00百萬",3.5,
施羅德環球基金系列 - 歐洲小型公司 (美元)A1-累積,PYZD7-TFLF,美元,中小型股,2006/04/24,RR4,無,2026/09/01,48.666,0.77,4.81,7.19,25.56,67.12,14.94,0.13,1.01,2026/07/31,46.00百萬,2,
施羅德環球基金系列 - 環球收益股票 (美元)A1-累積(基金之配息來源可能為本金),PYZF3-TFLI,美元,股票型,2005/07/29,RR3,無,2026/09/01,330.882,7.01,9.34,25.51,57.03,230.88,12.04,0.54,0.39,2026/07/31,310.00百萬,4.5,
施羅德環球基金系列 - 環球能源 (美元)A1-累積,PYZE3-TFLJ,美元,能源,2006/06/30,RR5,無,2026/09/01,28.3531,6.64,17.18,50.98,61.79,1.41,22.59,0.55,0.91,2026/07/31,746.00百萬,4.5,
摩根大歐洲基金-累積型(原名稱：摩根大歐洲基金),ACJF81-TFLN,台幣,跨國投資股票型區域型,1998/06/01,RR4,無,2026/09/01,33.2,4.14,1.16,19,57.35,232,8.77,0.55,0.68,2026/07/31,60.5308億,3,
摩根太平洋證券基金,JFZ04-TFLO,美元,股票型,1978/05/26,RR5,無,2026/09/01,725.06,-3.88,5.04,29.55,68.33,N/A,21.45,0.36,1.12,2026/06/30,763.00百萬,1.5,
摩根平衡基金,ACJF87-TFLP,台幣,股票債券平衡型價值型股票型,2000/09/28,RR4,無,2026/09/02,115.18,4.33,38.45,87.47,159.3,1051.8,26.05,0.73,0.81,2026/07/31,70.3654億,,
摩根亞洲增長基金,JFH17-TFLQ,美元,股票型,2007/05/14,RR5,無,2026/09/01,30.09,-4.11,10.71,43.08,78.26,200.9,25.78,0.43,1.34,2026/06/30,850.00百萬,3.5,
摩根亞洲基金-一般型(原名稱：摩根亞洲基金),ACJF77-TFLS,台幣,跨國投資股票型區域型,1995/10/18,RR5,無,2026/09/01,109.09,-2.55,12.12,49.3,75.67,990.9,22.51,0.54,1.16,2026/07/31,52.8826億,3.5,
摩根亞洲小型企業基金,JFZ10-TFLT,美元,中小型股,1991/12/02,RR5,無,2026/09/01,472.1,-0.25,5.16,34.61,69.94,N/A,22.78,0.4,0.99,2026/06/30,196.00百萬,4.5,
摩根東方科技基金-累積型(原名稱：摩根東方科技基金),ACJF80-TFLU,台幣,跨國投資股票型區域型,1997/09/08,RR5,無,2026/09/01,94,-4.49,33.35,71.85,136.42,839.06,38.51,0.46,1.49,2026/07/31,57.9513億,4.5,
摩根絕對日本基金-累積型,ACJF95-TFLW,台幣,跨國投資股票型單一國家,2006/04/04,RR4,無,2026/09/01,23.93,3.41,-1.28,16.45,58.9,139.3,14.92,0.29,0.33,2026/07/31,13.0519億,3.5,
