標的名稱,代碼,幣別,類型,成立日期,風險收益等級,配息頻率,淨值日期,淨值,三個月(%),六個月(%),一年(%),三年(%),成立以來(%),年化標準差,年化Sharpe,年化Beta,規模日期,基金規模,嘉實基金評等,備註
摩根JPM南韓基金,JFZ11-JF002,美元,,1991/12/11,RR5,,2026/09/03,175.24,-10.67,22.27,105.34,157.03,,45.35,0.52,0.68,175.24,671百萬,,正常狀態
施羅德環球基金系列 - 環球黃金A(累積) - 美元,PYZQ4-SD079,美元,,2016/06/29,RR5,,2026/09/03,476.8911,13.67,-9.24,67.59,338.58,,50.99,0.35,1.04,476.8911,"1,718百萬",,正常狀態
安聯全球礦金資源基金-AT累積類股(美元),TLZN1-DS131,美元,,2022/09/01,RR4,,2026/09/04,23.5892,2.68,4.9,66.43,105.13,,35.46,0.46,1.36,23.5892,"1,464百萬",,正常狀態
安聯全球資源基金,TLZ06-DS005,歐元,,1983/07/25,RR4,,2026/09/03,147.3,0.95,-0.93,64.62,91.61,,32.98,0.48,0.72,147.3,418百萬,,已下架但可原定期(不)定額
富蘭克林坦伯頓全球投資系列-生技領航基金,FLZ81-FL004,美元,,2000/04/03,RR4,,2026/09/04,73.09,18.42,20.61,64.17,113.65,,20.29,0.73,0.95,73.09,"2,164百萬",,正常狀態
晉達環球黃金基金,GSF17-IV009,美元,,2004/12/23,RR5,,2026/09/03,201.89,11.82,-15.18,62.59,255.77,,49.39,0.36,1.02,201.89,"1,100百萬",,正常狀態
摩根JPM太平洋科技基金,JFZ57-JF014,美元,,1997/08/15,RR5,,2026/09/03,177.27,-10.41,36.52,62.31,134.27,,44.98,0.36,1.32,177.27,"1,806百萬",,正常狀態
貝萊德世界礦業基金A2股,SHZ19-ML022,美元,,1997/03/24,RR4,,2026/09/04,118.76,2.18,2.72,60.79,92.2,,31.01,0.48,0.77,118.76,"6,771百萬",,正常狀態
貝萊德世界黃金基金A2股(歐元),SHZ53-ML002,歐元,,1994/12/30,RR5,,2026/09/04,98.23,12.75,-6.06,59.41,225.26,,39.25,0.39,0.81,98.23,"9,104百萬",,正常狀態
新加坡大華黃金及綜合基金(美元),UOB22-UOB01,美元,,1995/07/28,RR5,,2026/09/03,3.7923,13.32,-4.97,58.92,212.64,,42.98,0.36,0.89,3.7923,138百萬,,正常狀態
貝萊德世界黃金基金A2股(美元),SHZ18-ML001,美元,,1994/12/30,RR5,,2026/09/04,114.04,12.47,-6.18,58.92,249.92,,41.58,0.37,0.86,114.04,"9,104百萬",,正常狀態
貝萊德世界黃金基金A10(總報酬穩定配息)-美元(基金之配息來源可能為本金)*,SHZV6-ML076,美元,,2022/10/19,RR5,,2026/09/04,31.65,12.35,-6.19,58.86,249.55,,41.54,0.37,0.86,31.65,"9,104百萬",,正常狀態
愛德蒙得洛希爾環球黃金基金(A股),HSI11-EDM09,美元,,2008/09/30,RR5,,2026/09/02,283.54,11.94,-14.95,56.59,285.87,,52.88,0.31,1,283.54,40百萬,,已下架但可原定期(不)定額
百達-生物科技R-美元,PIC03-PIT06,美元,,2000/06/28,RR4,,2026/09/03,1350.18,22.94,23.3,56.1,96.06,,25.93,0.52,1.05,1350.18,"2,330百萬",,正常狀態
富蘭克林坦伯頓全球投資系列-亞洲成長基金,FLZ25-FL028,美元,,1991/04/16,RR5,,2026/09/04,58.57,-1.03,26.58,53.16,91.91,,24.58,0.53,1.36,58.57,"2,357百萬",,正常狀態
聯博 - 亞洲股票基金AD股(月配息)-南非幣避險(基金之配息來源可能為本金)*,ALB80-AB062,南非幣,,2013/08/20,RR5,,2026/09/04,148.16,-4.41,17.6,53,111.6,,25.01,0.52,1.53,148.16,492百萬,,正常狀態
摩根JPM環球天然資源基金(歐元)-A股(分派)(本基金之配息來源可能為本金),JFZ74-JF024,歐元,,2005/03/14,RR4,,2026/09/03,26.02,6.55,7.61,52.94,75.29,,22.13,0.58,0.87,26.02,"1,305百萬",,正常狀態
施羅德環球基金系列-環球能源基金A1股-累積,PYZE3-SD026,美元,,2006/06/30,RR5,,2026/09/03,28.4919,4.66,16.67,52.67,62.58,,22.58,0.56,0.97,28.4919,746百萬,,正常狀態
摩根JPM環球天然資源基金(美元)-A股(分派),JFH30-JF047,美元,,2006/09/12,RR4,,2026/09/03,25.22,6.77,8.19,52.48,87.93,,23.79,0.54,0.93,25.22,"1,305百萬",,正常狀態
瑞銀(盧森堡)生化股票基金,SBZ36-UBS018,美元,,1996/10/15,RR4,,2026/09/02,1118.83,26.47,19.35,52.36,64.63,,26.4,0.49,1.12,1118.83,513百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配息)(基金之配息來源可能為本金)*,ALB11-AB033,美元,,2009/11/30,RR5,,2026/09/04,23.53,-4.97,16.61,51.15,102.07,,25.12,0.5,1.53,23.53,492百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配權)(基金之配息來源可能為本金)*,ALB11-AB041,美元,,2009/11/30,RR5,,2026/09/04,23.53,-4.97,16.61,51.15,102.07,,25.12,0.5,1.53,23.53,492百萬,,正常狀態
先機亞太股票入息基金L類累積股(美元)(基金之配息來源可能為本金且並無保證收益及配息),SGF42-SKD02,美元,,2000/09/13,RR5,,2026/09/03,9.0823,-0.95,21.12,50.32,107.91,,24.86,0.5,1.41,9.0823,264百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配息)-澳幣避險(基金之配息來源可能為本金)*,ALB09-AB034,澳幣,,2010/06/30,RR5,,2026/09/04,19.1,-5.11,16.46,49.89,93.56,,25.18,0.49,1.54,19.1,492百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配權)-澳幣避險(基金之配息來源可能為本金)*,ALB09-AB042,澳幣,,2010/06/30,RR5,,2026/09/04,19.1,-5.11,16.46,49.89,93.56,,25.18,0.49,1.54,19.1,492百萬,,正常狀態
富達基金 - 新興市場基金 - A,FTZ02-FD042,美元,,1993/10/18,RR5,,2026/09/04,51.71,-1.8,21.28,49.66,91.51,,22.86,0.53,1.42,51.71,"3,737百萬",,正常狀態
瀚亞投資-亞洲股票收益基金Azdmc1南非幣避險(穩定月配息)(本基金配息來源可能為本金)*,IOF76-PCA32,南非幣,,2014/02/14,RR4,,2026/09/04,11.609,-2.59,20.36,49.52,102.51,,21.17,0.57,1.3,11.609,677百萬,,正常狀態
晉達環球天然資源基金,GSF26-IV014,美元,,2008/01/31,RR4,,2026/09/03,23.39,6.45,1.79,48.75,79.61,,23.43,0.52,0.87,23.39,"1,900百萬",,正常狀態
聯博 - 國際科技基金A股,ALZ03-AB004,美元,,1995/10/02,RR4,,2026/09/04,1535.37,-9.95,26.92,48.67,145.18,,30.42,0.41,1.14,1535.37,"3,203百萬",,正常狀態
聯博 - 新興市場價值基金A股,ALZZ5-AB032,美元,,2010/02/26,RR5,,2026/09/04,93.05,-2.6,15.09,47.16,87.71,,19,0.6,1.02,93.05,405百萬,,正常狀態
安本-新興市場股票基金A股-美元,ANZ45-ABG07,美元,,2003/06/30,RR5,,2026/09/04,119.5468,-1.18,22.66,47.07,80.23,,24.89,0.47,1.61,119.5468,822百萬,,已下架但可原定期定額
法巴亞洲(日本除外)股票基金 C (美元)(本基金非屬環境、社會、治理相關主題基金),FLFC0-PV036,美元,,2013/05/17,RR5,,2026/09/03,260.33,-6.02,26.14,45.7,89.9,,29.01,0.4,1.57,260.33,322百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-天然資源基金,FLZB3-FL033,美元,,2007/07/12,RR4,,2026/09/04,13.39,3.32,6.52,45.23,60.36,,19.95,0.56,0.74,13.39,371百萬,,正常狀態
施羅德環球基金系列-新興市場A1股-累積,PYZ41-SD015,美元,,2002/01/11,RR5,,2026/09/03,26.6916,-6,15.9,45.01,90.56,,26.66,0.43,1.75,26.6916,"7,527百萬",,正常狀態
聯博 - 新興市場成長基金A股(基金之配息來源可能為本金),ALZ05-AB002,美元,,1992/10/30,RR5,,2026/09/04,76.87,-0.75,21.11,44.93,84.65,,20.67,0.54,1.23,76.87,698百萬,,正常狀態
高盛基金III - 高盛亞洲收益基金X股美元(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,ANZD10-ING46,美元,,2013/11/05,RR5,,2026/09/03,237.95,-8.13,6.65,44.66,102.31,,22.76,0.49,0.68,237.95,222百萬,,正常狀態
安聯亞洲總回報股票基金A股(基金之配息來源可能為本金),TLH03-DS031,美元,,2004/05/28,RR5,,2026/09/04,55.9974,-4.67,22.69,44.63,81.08,,26.08,0.43,1.61,55.9974,455百萬,,正常狀態
貝萊德世界能源A2股,SHZA6-ML040,美元,,2001/04/06,RR5,,2026/09/04,37.29,8.75,14.88,43.75,50.67,,21.61,0.5,0.93,37.29,"2,119百萬",,正常狀態
聯博 - 新興市場成長基金A股-澳幣避險(基金之配息來源可能為本金),ALZW8-AB028,澳幣,,2010/07/30,RR5,,2026/09/04,30.67,-0.81,21.03,43.72,76.16,,20.7,0.52,1.23,30.67,698百萬,,正常狀態
霸菱全球新興市場基金,PLZ07-BR003,美元,,1992/02/24,RR5,,2026/09/03,69.81,-7.08,13.7,43.63,82.57,,26.78,0.42,1.77,69.81,806百萬,,正常狀態
高盛基金III - 高盛亞洲收益基金X股對沖級別澳幣(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,ANZD11-ING47,澳幣,,2013/11/04,RR5,,2026/09/03,239.97,-10.41,4.18,43.06,99.75,,22.98,0.47,0.69,239.97,222百萬,,正常狀態
法巴日本股票基金 C (日幣),PAZ11-PV006,日圓,,1990/03/27,RR4,,2026/09/03,15223,-0.12,16.58,42.89,94.42,,13.84,0.75,0.43,15223,"88,486百萬",,正常狀態
法巴新興市場股票基金 C (美元),FLF67-ABN41,美元,,1997/10/27,RR5,,2026/09/03,991.84,-5.52,22.97,42.57,89.58,,26.76,0.41,1.67,991.84,414百萬,,正常狀態
霸菱東歐基金A類,PLZA7-BR001,歐元,,2023/07/21,RR5,,2026/09/03,67.39,11.08,24.15,41.14,111.66,,17.66,0.58,0.64,67.39,455百萬,,已下架但可原定期(不)定額
貝萊德新興市場基金A2股,SHZ16-ML031,美元,,1993/12/01,RR5,,2026/09/04,58.77,-3.02,18.32,40.87,58.07,,25.36,0.41,1.61,58.77,798百萬,,正常狀態
施羅德環球基金系列-新興市場股債AX股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)*,PYZP8-SD056,美元,,2016/11/16,RR4,,2026/08/19,90.259,3.89,12.44,40.36,78.82,,18.78,0.53,1.12,90.259,97百萬,,合併消滅
貝萊德世界科技基金 A10(總報酬穩定月配息)-美元(基金之配息來源可能為本金)*,SHZV9-ML071,美元,,2022/10/26,RR4,,2026/09/04,20.84,-4.9,34.43,40.18,123.81,,33.97,0.32,1.22,20.84,"20,818百萬",,正常狀態
貝萊德世界科技基金 A10(總報酬穩定月配權)-美元(基金之配息來源可能為本金)*,SHZV9-ML074,美元,,2022/10/26,RR4,,2026/09/04,20.84,-4.9,34.43,40.18,123.81,,33.97,0.32,1.22,20.84,"20,818百萬",,正常狀態
貝萊德世界科技基金A2股,SHZ71-ML028,美元,,1995/03/03,RR4,,2026/09/04,146.69,-4.93,34.32,40.15,123.89,,33.95,0.32,1.22,146.69,"20,818百萬",,正常狀態
安聯東方入息基金(本基金之配息來源可能為本金且無保證收益及配息),TLZ55-DS016,美元,,2003/11/03,RR4,,2026/09/04,328.27,-2.04,18.24,39.82,80.43,,23.06,0.44,1.34,328.27,"2,115百萬",,正常狀態
安聯全球新興市場高股息基金AM股(穩定月配)(月配息)-南非幣避險(本基金之配息來源可能為本金且無保證收益及配息),TLZA7-DS063,南非幣,,2016/08/02,RR5,,2026/09/04,275.23,-1.16,18.75,39.7,95.19,,17.82,0.55,0.95,275.23,453百萬,,正常狀態
施羅德環球基金系列-新興亞洲A1股-累積,PYZ02-SD013,美元,,2004/01/09,RR5,,2026/09/03,75.0434,-5.39,16.93,38.81,76.55,,27.63,0.37,1.53,75.0434,"6,190百萬",,正常狀態
法巴日本小型股票基金 C (日幣),PAZ23-PV007,日圓,,1996/10/04,RR4,,2026/09/03,33486,-2.95,7.4,38.53,100.07,,14.95,0.63,0.38,33486,"242,115百萬",,正常狀態
安聯全球生物科技基金,TLZ45-DS007,歐元,,1998/01/09,RR4,,2026/09/03,266.43,24.31,14.88,37.78,43.53,,23.73,0.41,0.93,266.43,277百萬,,已下架但可原定期(不)定額
富達基金 - 亞洲股票ESG基金 - A,FTZ11-FD041,美元,,1990/10/01,RR5,,2026/09/04,16.42,-1.74,17.96,37.29,60.37,,20.85,0.45,1.23,16.42,"3,133百萬",,正常狀態
施羅德環球基金系列 - 亞洲股息基金A股(月配息)-美元(基金之配息來源可能為本金且並無保證收益及配息)*,PYZO0-SD050,美元,,2013/09/18,RR5,,2026/09/03,96.026,-0.15,15.48,37.15,78.09,,15.9,0.58,0.89,96.026,269百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-東歐基金,FLZ55-FL008,歐元,,1997/11/10,RR5,,2026/09/04,24.99,14.16,24.76,37.08,107.9,,16,0.58,0.53,24.99,164百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-東歐基金,FLZ86-FL009,美元,,2005/10/25,RR5,,2026/09/04,29,14.17,24.46,36.66,123.77,,18.58,0.5,0.7,29,164百萬,,正常狀態
貝萊德亞洲巨龍基金A2美元,SHZK7-ML050,美元,,1997/01/02,RR5,,2026/09/04,74.47,-2,18.21,36.62,66.53,,24.21,0.39,1.43,74.47,930百萬,,正常狀態
安聯全球新興市場高股息基金AM股(穩定月配)(月配息)-澳幣避險(本基金之配息來源可能為本金且無保證收益及配息),TLZA6-DS062,澳幣,,2016/08/02,RR5,,2026/09/04,18.9108,-1.71,17.39,36.44,76.94,,17.77,0.51,0.95,18.9108,453百萬,,正常狀態
安聯全球高成長科技基金(基金之配息來源可能為本金),TLZ38-DS017,美元,,1997/09/05,RR4,,2026/09/04,94.7239,-9.7,24.29,35.89,112.48,,28.78,0.33,1.02,94.7239,741百萬,,正常狀態
施羅德環球基金系列 - 亞洲股息基金A股(月配息)-澳幣對沖(基金之配息來源可能為本金且並無保證收益及配息)*,PYZO2-SD051,澳幣,,2014/11/19,RR5,,2026/09/03,92.8497,-0.23,15.11,35.88,69.76,,15.9,0.56,0.89,92.8497,269百萬,,正常狀態
法巴科技創新股票基金 C (美元),FLF16-ABN34,美元,,1997/06/03,RR4,,2026/09/03,4253.54,-0.78,30.36,35.45,97.09,,23.53,0.39,0.89,4253.54,"5,480百萬",,正常狀態
安本-亞太永續股票基金A股-美元,ANZ07-ABG06,美元,,1988/04/26,RR5,,2026/09/04,135.3165,-1.52,19.12,35.37,59.22,,22.62,0.4,1.4,135.3165,"1,363百萬",,正常狀態
富達基金 - 新興亞洲基金 - A,FTZI2-FD046,美元,,2008/04/21,RR5,,2026/09/04,34.6,-3.51,17.25,35.37,72.31,,21.35,0.42,1.29,34.6,640百萬,,正常狀態
施羅德環球基金系列 - 新興歐洲 A1股-累積,PYZ61-SD014,歐元,,2003/07/14,RR5,,2026/09/03,34.0172,7.88,23.13,35.29,104.53,,16.63,0.53,0.65,34.0172,"1,737百萬",,正常狀態
富達基金-亞太入息基金(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,FTZL4-FD048,美元,,2013/01/24,RR5,,2026/09/04,19.37,2.83,13.72,35.2,74.32,,12.61,0.69,0.74,19.37,601百萬,,正常狀態
安聯全球新興市場高股息基金AMg股(穩定月配息)-美元(本基金之配息來源可能為本金且無保證收益及配息)*,TLZ83-DS058,美元,,2015/10/06,RR5,,2026/09/04,18.2175,-1.97,16.79,34.58,87.4,,20.14,0.44,1.14,18.2175,453百萬,,正常狀態
施羅德環球基金系列 - 亞洲收益股票基金A1股-累積,PYZH1-SD035,美元,,2004/06/11,RR5,,2026/09/03,57.0065,-1.74,15.95,34.39,83.14,,19.5,0.45,1.1,57.0065,"1,510百萬",,正常狀態
施羅德環球基金系列 - 亞洲收益股票 A1股(月配息)(基金之配息來源可能為本金)*,PYZH2-SD038,美元,,2004/06/11,RR5,,2026/09/03,26.3262,-1.73,15.95,34.38,83.12,,19.5,0.45,1.1,26.3262,"1,510百萬",,正常狀態
安聯智慧城市收益基金-AMf2固定月配類股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZM7-DS112,美元,,2022/05/20,RR4,,2026/09/04,130.15,-3.64,15.87,34.27,78.32,,16.96,0.51,1.38,130.15,"1,344百萬",,正常狀態
安聯智慧城市收益基金-AMf2固定月配類股(月配權)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZM7-DS115,美元,,2022/05/20,RR4,,2026/09/04,130.15,-3.64,15.87,34.27,78.32,,16.96,0.51,1.38,130.15,"1,344百萬",,正常狀態
安聯智慧城市收益基金-AMg穩定月收總收益類股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZM8-DS111,美元,,2021/05/03,RR4,,2026/09/04,10.9622,-3.64,15.87,34.25,78.32,,16.96,0.51,1.38,10.9622,"1,344百萬",,正常狀態
安聯智慧城市收益基金-AT累積類股-美元(本基金有相當比重投資於非投資等級之高風險債券),TLZM9-DS110,美元,,2019/06/24,RR4,,2026/09/04,25.8309,-3.65,15.85,34.22,78.21,,16.96,0.51,1.38,25.8309,"1,344百萬",,正常狀態
富蘭克林坦伯頓全球投資系列-拉丁美洲基金,FLZ28-FL023,美元,,1991/02/28,RR5,,2026/09/04,63.9,5.53,0.29,33.91,45.84,,19.32,0.45,1,63.9,615百萬,,已下架但可原定期(不)定額
聯博-新興市場多元收益基金AD股(月配息)-南非幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,ALBG8-AB097,南非幣,,2014/03/13,RR4,,2026/09/04,102.59,0.23,13.32,33.75,92.39,,13.76,0.61,0.8,102.59,"1,097百萬",,正常狀態
瀚亞投資-全球科技股票基金Admc3(穩定月配息)-美元(本基金配息來源可能為本金)*,IOFF0-PCA71,美元,,2024/10/31,RR4,,2026/09/04,14.031,-3.61,25.96,33.51,N/A,,26.64,0.34,0.99,14.031,894百萬,,正常狀態
百達-能源轉型-R(累積)-美元,PIC43-PIT05,美元,,2007/05/14,RR4,,2026/09/03,217.09,-15.56,12.63,33.25,61.24,,27,0.33,0.78,217.09,"5,834百萬",,正常狀態
富達基金 - 太平洋基金 - A,FTZ10-FD025,美元,,1994/01/10,RR5,,2026/09/04,65.25,2.04,14.95,32.89,76.95,,17.6,0.47,1.05,65.25,"1,066百萬",,正常狀態
瑞銀 (盧森堡) 全球收益股票基金(月配息)-美元(本基金之配息來源可能為本金及本基金非屬環境、社會及治理相關主題基金)*,SBZF7-UBS030,美元,,2020/09/14,RR4,,2026/09/02,124.17,5.98,16.47,32.76,68.12,,9.53,0.84,0.6,124.17,533百萬,,正常狀態
摩根JPM亞洲小型企業基金,JFZ10-JF019,美元,,1991/12/02,RR5,,2026/09/03,465.28,-0.45,7.91,32.63,67.48,,21.25,0.4,0.92,465.28,180百萬,,正常狀態
富達基金 - 新興歐非中東基金 - A(歐元),FTZG2-FD047,歐元,,2007/06/11,RR5,,2026/09/04,25.02,10.32,11.3,32.38,89.55,,12.75,0.63,0.51,25.02,357百萬,,正常狀態
聯博-新興市場多元收益基金AD股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,ALBA4-AB088,美元,,2013/03/21,RR4,,2026/09/04,14.97,-0.29,12.57,32.31,82.9,,13.83,0.58,0.8,14.97,"1,097百萬",,正常狀態
摩根亞洲股票高息基金(本基金並無保證收益及配息),JFZ02-JF018,美元,,1981/06/15,RR5,,2026/09/03,73.38,-0.43,12.93,32.05,74.34,,15.54,0.52,0.89,73.38,"3,660百萬",,正常狀態
景順日本小型企業基金A(美元對沖)股-美元,CTZH8-IVC60,美元,,2014/07/23,RR4,,2026/09/03,36.9,-8.53,9.99,31.97,93.7,,21.52,0.39,0.58,36.9,"17,585百萬",,正常狀態
貝萊德日本特別時機基金A2美元避險,SHZO9-ML054,美元,,2013/05/15,RR4,,2026/09/04,41.04,2.47,9.21,31.62,108.11,,11.85,0.66,0.31,41.04,"66,110百萬",,正常狀態
安聯日本股票基金(基金之配息來源可能為本金),TLZ21-DS020,美元,,1984/09/28,RR4,,2026/09/04,39.3957,5.91,18.18,31.56,66.96,,11.69,0.67,0.35,39.3957,579百萬,,正常狀態
摩根JPM歐洲策略股息基金(美元對沖)A股(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,JFZD9-JF091,美元,,2013/11/06,RR4,,2026/09/03,227.97,6.7,13.21,31.3,88.16,,5.96,1.28,0.54,227.97,"1,711百萬",,正常狀態
聯博-新興市場多元收益基金AD股(月配息)-澳幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,ALBA1-AB096,澳幣,,2013/03/21,RR4,,2026/09/04,12.75,-0.3,12.63,31.26,76.06,,13.78,0.57,0.8,12.75,"1,097百萬",,正常狀態
施羅德環球基金系列 - 拉丁美洲 A1股-累積,PYZ51-SD019,美元,,2002/05/31,RR5,,2026/09/03,57.7949,4.35,2.94,30.8,37.08,,17.76,0.44,0.77,57.7949,527百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-科技基金,FLZ80-FL010,美元,,2000/04/03,RR4,,2026/09/04,75.52,-5.28,27.65,30.41,103.61,,28.04,0.3,1.08,75.52,"14,574百萬",,正常狀態
富達基金 - 拉丁美洲基金 - A,FTZ07-FD023,美元,,1994/05/09,RR5,,2026/09/04,40.76,9.52,-2.59,30.32,45.61,,22.1,0.36,1.12,40.76,370百萬,,正常狀態
安聯AI人工智慧基金-AT類股(累積)-美元,TLH43-DS092,美元,,2017/03/31,RR4,,2026/09/04,39.8428,-11.84,14.65,29.87,71.27,,25.54,0.32,0.82,39.8428,"8,001百萬",,正常狀態
施羅德環球基金系列 - 日本股票 A1股-累積,PYZ39-SD007,日圓,,2001/08/31,RR4,,2026/09/03,2185.5739,1.6,8.09,29.85,59.24,,9.46,0.78,0.29,2185.5739,"100,220百萬",,正常狀態
摩根JPM太平洋證券基金,JFZ04-JF008,美元,,1978/05/26,RR5,,2026/09/03,718.66,-6.05,9.91,29.55,66.85,,22.8,0.35,1.3,718.66,711百萬,,正常狀態
安本-新興市場小型公司基金A股-美元,ANH16-ABG03,美元,,2007/03/26,RR5,,2026/09/04,38.577,4.9,18.91,29.54,62.83,,21.46,0.36,1.21,38.577,145百萬,,正常狀態
匯豐環球投資基金-巴西股票AD股(本基金配息來源可能為本金)*,HSZ19-HSB06,美元,,2004/12/22,RR5,,2026/09/03,15.535,8.11,3.34,29.28,35,,25.62,0.31,1.22,15.535,152百萬,,正常狀態
安聯智慧新能源基金 AT 累積類股-美元,TLZN4-DS120,美元,,2019/10/30,RR4,,2026/09/04,19.3238,-13.27,5.31,28.5,29.91,,23.09,0.33,1.75,19.3238,385百萬,,正常狀態
貝萊德永續能源基金A2股,SHZA4-ML026,美元,,2001/04/06,RR4,,2026/09/04,23.45,-9.11,4.64,28,42.55,,18.2,0.4,0.85,23.45,"5,495百萬",,正常狀態
富達基金 - 全球科技基金 - A(累積)-美元避險,FTZR0-FD057,美元,,2015/06/03,RR4,,2026/09/04,76.77,-1.89,16.48,27.86,90.12,,18.95,0.38,0.73,76.77,"36,182百萬",,正常狀態
瑞銀(盧森堡)美國總收益股票基金(美元)(月配息)(本基金之配息來源可能為本金及本基金非屬環境、社會及治理相關主題基金)*,SBZB2-UBS026,美元,,2013/06/24,RR4,,2026/09/02,175.52,5.26,17.8,27.67,57.57,,12.43,0.56,0.87,175.52,"2,156百萬",,正常狀態
施羅德環球基金系列 - 環球收益股票 A1股(月配息)(基金之配息來源可能為本金)*,PYZF4-SD039,美元,,2005/07/29,RR3,,2026/09/03,167.3318,8.8,14.98,27.66,58.19,,7.86,0.87,0.28,167.3318,310百萬,,正常狀態
瑞銀(盧森堡)美國總收益股票基金(美元)(本基金非屬環境、社會及治理相關主題基金),SBZB1-UBS028,美元,,2013/02/15,RR4,,2026/09/02,438.15,5.26,17.79,27.66,57.51,,12.43,0.56,0.87,438.15,"2,156百萬",,正常狀態
野村基金(愛爾蘭系列)日本策略價值T股-美元避險,NFI10-ING97,美元,,2017/10/25,RR4,,2026/09/03,338.1512,-0.75,0.44,27.54,100.71,,13.04,0.55,0.42,338.1512,"520,020百萬",,正常狀態
聯博 - 全球價值型基金A股(基金之配息來源可能為本金),ALZD3-AB013,美元,,2001/04/24,RR3,,2026/09/04,35.63,6.96,8.69,27.34,73.55,,9.62,0.71,0.6,35.63,838百萬,,正常狀態
富達基金 - 日本股票ESG基金 - A,FTZ08-FD021,日圓,,1990/10/01,RR4,,2026/09/04,475.3,2.26,10.64,27.22,53.22,,11.84,0.58,0.37,475.3,"49,667百萬",,正常狀態
景順日本小型企業基金A股-日圓,ISZ02-IVC61,日圓,,1991/01/02,RR4,,2026/09/03,2881,-9.43,8.06,27.14,70.98,,21.48,0.34,0.58,2881,"17,585百萬",,正常狀態
安聯AI收益成長-AMf2固定月配類股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZR3-DS125,美元,,2025/03/28,RR3,,2026/09/04,132.84,-4.79,13.9,27.06,N/A,,16.9,0.41,1.35,132.84,616百萬,,正常狀態
安聯AI收益成長-AMf2固定月配類股(月配權)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZR3-DS126,美元,,2025/03/28,RR3,,2026/09/04,132.84,-4.79,13.9,27.06,N/A,,16.9,0.41,1.35,132.84,616百萬,,正常狀態
施羅德亞洲高息股債基金A股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金且並無保證收益及配息)*,PYZL1-SD052,美元,,2011/06/27,RR3,,2026/09/03,10.0273,-2.36,11.31,27,57.41,,14.17,0.49,0.8,10.0273,"20,850百萬",,正常狀態
富達基金 - 全球科技基金 - A,FTZ62-FD027,歐元,,1999/09/01,RR4,,2026/09/04,94.5,-1.62,16.52,26.98,74.94,,17.68,0.4,0.68,94.5,"36,182百萬",,正常狀態
摩根JPM泰國基金,JFZ06-JF004,美元,,1989/08/08,RR5,,2026/09/03,216.81,-0.61,1.34,26.6,21.8,,14.62,0.46,0.96,216.81,183百萬,,正常狀態
先機北美股票基金L類累積股(美元),SGF28-SKD07,美元,,2002/04/17,RR4,,2026/09/03,83.0867,3.76,17.34,26.42,82.72,,13.22,0.51,1.06,83.0867,331百萬,,正常狀態
摩根JPM日本(日圓)基金(美元對沖),JFZC7-JF096,美元,,2013/08/01,RR4,,2026/09/03,66.5,-0.28,1.11,26.38,102.07,,17.79,0.39,0.53,66.5,500百萬,,正常狀態
法巴巴西股票基金 C (美元),PAZB4-PV027,美元,,2006/12/12,RR5,,2026/09/03,109.55,8.36,2.19,26.31,25.54,,23.34,0.31,1.12,109.55,97百萬,,正常狀態
富達基金 - 南歐基金 - A,FTZ25-FD014,歐元,,1990/10/01,RR4,,2026/09/04,163.4,10.66,12.86,26.27,107.66,,9.43,0.7,0.1,163.4,328百萬,,正常狀態
安聯歐洲高息股票基金-AMg穩定月收總收益類股(月配息)-美元避險(本基金之配息來源可能為本金且無保證收益及配息)*,TLZ89-DS116,美元,,2015/11/04,RR4,,2026/09/04,7.9033,8.91,12.54,26.08,63.38,,9.31,0.7,0.87,7.9033,"1,925百萬",,正常狀態
安聯歐洲高息股票基金-AMg穩定月收總收益類股(月配權)-美元避險(本基金之配息來源可能為本金且無保證收益及配息)*,TLZ89-DS117,美元,,2015/11/04,RR4,,2026/09/04,7.9033,8.91,12.54,26.08,63.38,,9.31,0.7,0.87,7.9033,"1,925百萬",,正常狀態
